newsid,title,negative,url,source,time,storydate,candidate,story_position,panel_position,domain
39621,Elizabeth Warren taps Ayanna Pressley as one of three campaign co-chairs,0,https://www.bostonherald.com/2019/11/22/elizabeth-warren-taps-ayanna-pressley-as-one-of-three-campaign-co-chairs/,Boston Herald,42 mins ago,11/22/2019 20:00,Elizabeth Warren,3,1,www.bostonherald.com
16209,Letter: Harris dropping out is disheartening,0,https://www.mitchellrepublic.com/opinion/letters/4821780-Letter-Harris-dropping-out-is-disheartening,The Daily Republic,1 day ago,12/16/2019 22:00,Kamala Harris,9,1,www.mitchellrepublic.com
37391,Bill Weld: I’ve seen enough. Time for Trump to go,0,https://www.bostonherald.com/2019/11/07/bill-weld-ive-seen-enough-time-for-trump-to-go/,Boston Herald,4 weeks ago,12/3/2019 22:00,Bill Weld,6,1,www.bostonherald.com
54194,Watch: Joe Biden Vows Flood of Immigration If Elected,1,https://www.breitbart.com/politics/2019/08/09/biden-flood-of-immigration/,Breitbart,1 hour ago,8/9/2019 18:00,Joe Biden,7,1,www.breitbart.com
23749,"One Year From Election, Trump Trails Biden but Leads Warren in Battlegrounds",0,https://www.nytimes.com/2019/11/04/upshot/one-year-from-election-trump-trails-biden-but-leads-warren-in-battlegrounds.html,The New York Times,11 hours ago,11/4/2019 16:00,Elizabeth Warren,2,1,www.nytimes.com
50560,CNN Focus Group Doesn't Want Joe Biden to Run in 2020: 'His Time Is Done',1,https://www.theroot.com/cnn-focus-group-doesnt-want-joe-biden-to-run-in-2020-h-1833069889,The Root,21 hours ago,3/6/2019 12:00,Joe Biden,8,1,www.theroot.com
43089,Here’s when John Hickenlooper and Michael Bennet are going to debate in July,0,https://www.denverpost.com/2019/07/18/john-hickenlooper-michael-bennet-july-debate/,The Denver Post,1 hour ago,7/18/2019 22:00,Michael Bennet,3,1,www.denverpost.com
34849,"In Far-Reaching Plan, Washington Gov. Jay Inslee Proposes Radical Changes 
to Fossil Fuel Industry",0,https://www.commondreams.org/news/2019/06/24/far-reaching-plan-washington-gov-jay-inslee-proposes-radical-changes-fossil-fuel,Common Dreams,13 hours ago,6/25/2019 2:00,Jay Inslee,6,1,www.commondreams.org
8034,Democratic candidate Amy Klobuchar to visit Iowa on Monday,0,https://www.kcci.com/article/democratic-candidate-amy-klobuchar-to-visit-iowa-on-monday/28235855,KCCI.com,9 hours ago,7/1/2019 4:00,Amy Klobuchar,4,1,www.kcci.com
32977,Tulsi Gabbard and the Great Foreign Policy Realignment,0,https://www.theamericanconservative.com/articles/tulsi-gabbard-and-the-great-foreign-policy-realignment/,The American Conservative,8 hours ago,1/16/2019 6:00,Tulsi Gabbard,4,1,www.theamericanconservative.com
54727,Appealing to the Kevin Williamson Vote,0,https://www.nationalreview.com/corner/appealing-to-the-kevin-williamson-vote/,National Review,3 days ago,8/22/2019 14:00,Michael Bennet,8,1,www.nationalreview.com
2074,The teens behind Mike Gravel's unorthodox bid for president,0,https://abcnews.go.com/Politics/teens-mike-gravels-unorthodox-presidential-campaign/story?id=63267642,ABC News - Go.com,1 day ago,6/30/2019 16:00,Mike Gravel,1,1,abcnews.go.com
7595,Tom Steyer targets key House Republicans on impeachment,0,https://www.politico.com/story/2019/03/05/tom-steyer-republicans-house-oversight-1205455,Politico,1 week ago,3/13/2019 18:00,Tom Steyer,10,1,www.politico.com
36156,Kamala Harris is far from having California locked up,1,https://www.sfchronicle.com/politics/article/Kamala-Harris-is-far-from-having-California-13896010.php,San Francisco Chronicle,11 hours ago,5/25/2019 18:00,Kamala Harris,2,1,www.sfchronicle.com
20384,Trump Employs an Old Tactic: Using Race for Gain,1,https://www.nytimes.com/2019/07/20/us/politics/trump-race-record.html,The New York Times,2 hours ago,7/20/2019 18:00,Donald Trump,7,1,www.nytimes.com
59626,Hickenlooper: 'I would probably take the bet' I will run for president,0,https://www.cnn.com/2019/01/27/politics/john-hickenlooper-2020-iowa-run/index.html,CNN.com,2 weeks ago,2/13/2019 6:00,John Hickenlooper,5,1,www.cnn.com
39996,"Biden, Harris and Buttigieg rack up donations from big bank executives on 
Wall Street",0,https://www.cnbc.com/2019/07/25/biden-harris-and-buttigieg-rack-up-donations-from-wall-street-executives.html,CNBC.com,15 hours ago,7/26/2019 6:00,Pete Buttigieg,7,1,www.cnbc.com
23237,Trump Hints at Civil War But He Launched a War on Facts,1,https://www.bloomberg.com/opinion/articles/2019-09-30/whistleblower-complaint-now-trump-talks-of-civil-war-and-treason,Bloomberg,1 hour ago,9/30/2019 8:00,Donald Trump,6,1,www.bloomberg.com
2051,Elizabeth Warren's lies are a pattern,1,https://www.washingtonexaminer.com/opinion/editorials/elizabeth-warrens-lies-are-a-pattern,Washington Examiner,6 hours ago,12/28/2019 6:00,Elizabeth Warren,3,1,www.washingtonexaminer.com
17773,"Republican 2020 candidate slams 'out of control' Trump after his attack on 
GOP critics",1,https://www.foxnews.com/media/william-weld-donald-trump-2020-presidential-race-cavuto,Fox News,1 month ago,12/13/2019 6:00,Bill Weld,10,1,www.foxnews.com
11734,Trump tries to clarify comments about Otto Warmbier's death after firestorm,1,https://www.nbcnews.com/politics/white-house/trump-tries-clarify-comments-about-warmbier-s-death-after-firestorm-n978366,NBC News,1 hour ago,3/1/2019 18:00,Donald Trump,9,1,www.nbcnews.com
55640,Julián Castro Introduces Major Platform For Indigenous Peoples,0,https://www.huffpost.com/entry/julian-castro-indigenous-people-native-american_n_5d3a0eebe4b0a6d6373d1987,HuffPost,17 hours ago,7/26/2019 12:00,Julian Castro,4,1,www.huffpost.com
31776,John Hickenlooper’s Late Senate Bid Gets a Boost,0,https://www.wsj.com/articles/john-hickenloopers-late-senate-bid-gets-a-boost-11567600198,The Wall Street Journal,2 days ago,9/6/2019 16:00,John Hickenlooper,4,1,www.wsj.com
47344,"Playing up name, Bullock connects to New Hampshire history",0,https://billingsgazette.com/news/state-and-regional/govt-and-politics/playing-up-name-bullock-connects-to-new-hampshire-history/article_f0cc12e8-4e6e-595b-816f-1acdfdd9e9c2.html,The Billings Gazette,2 days ago,11/15/2019 4:00,Steve Bullock,4,1,billingsgazette.com
40085,'Genuinely friends': How Cory Booker and Andrew Yang bonded in competition,0,https://www.phillytrib.com/news/elections/genuinely-friends-how-cory-booker-and-andrew-yang-bonded-in/article_7cfa4082-1a1b-5696-8ed0-93bc208169df.html,Philadelphia Tribune,1 day ago,12/27/2019 18:00,Cory Booker,4,1,www.phillytrib.com
49045,Dianne Feinstein officially backs Joe Biden for president,0,https://www.latimes.com/politics/story/2019-10-08/feinstein-joe-biden-endorsement-kamala-harris,Los Angeles Times,2 days ago,10/10/2019 22:00,Kamala Harris,8,1,www.latimes.com
5070,"Cramer: Viral video of hedge fund billionaire bragging about wealth could 
be a Warren campaign ad",0,https://www.cnbc.com/2019/12/19/cramer-video-of-billionaire-bragging-about-wealth-could-be-warren-ad.html,CNBC.com,48 mins ago,12/19/2019 14:00,Elizabeth Warren,4,1,www.cnbc.com
38583,Marianne Williamson: 'I am not a cult leader',1,https://nypost.com/2019/07/24/marianne-williamson-i-am-not-a-cult-leader/,New York Post,2 days ago,7/26/2019 20:00,Marianne Williamson,6,1,nypost.com
51535,Gillibrand: Female senators unfairly blamed for Franken exit,1,http://abc3340.com/news/nation-world/gillibrand-female-senators-unfairly-blamed-for-franken-exit,ABC 33/40,2 days ago,7/25/2019 0:00,Kirsten Gillibrand,10,1,abc3340.com
1247,"Tom Steyer likely to miss September debate stage after failing to hit 2% in 
new polls",1,https://www.cnn.com/2019/08/28/politics/tom-steyer-september-debates/index.html,CNN.com,16 hours ago,8/29/2019 4:00,Tom Steyer,9,1,www.cnn.com
56046,Colorado ethics commission narrows complaint against John Hickenlooper,1,https://www.denverpost.com/2019/01/14/john-hickenlooper-ethics-complaint-2/,The Denver Post,1 day ago,1/16/2019 0:00,John Hickenlooper,1,1,www.denverpost.com
72,Bloomberg Expands Staffing Plan to More Battleground States,0,https://www.wsj.com/articles/bloomberg-expands-staffing-plan-to-more-battleground-states-11576958750,The Wall Street Journal,19 hours ago,12/22/2019 10:00,Michael Bloomberg,6,1,www.wsj.com
38988,Delaney: Trump has said things that have supported white supremacy,0,https://news.yahoo.com/delaney-trump-said-things-supported-232441491.html,Yahoo News,2 days ago,8/16/2019 6:00,John Delaney,5,1,news.yahoo.com
12883,See Beto O'Rourke speak after dropping out of 2020 race,1,https://www.cnn.com/videos/politics/2019/11/01/beto-orourke-speaks-des-moines-drops-out-of-2020-race-sot-vpx.cnn,CNN.com,2 days ago,11/4/2019 0:00,Beto O Rourke,8,1,www.cnn.com
32451,"Joe Biden in 1987: ‘We (Delawareans) Were on the South’s Side in the Civil 
War’",1,https://www.rollingstone.com/politics/politics-news/joe-biden-delaware-civil-war-860886/,Rolling Stone,7 hours ago,7/19/2019 16:00,Joe Biden,7,1,www.rollingstone.com
16271,"Hickenlooper dings fellow Dems, says he raises less money because he won't 
'promise free stuff'",0,https://www.foxnews.com/politics/hickenlooper-democrats-free-stuff-fundraising,Fox News,3 hours ago,7/2/2019 22:00,John Hickenlooper,5,1,www.foxnews.com
28092,"Letters: Dreamers, border wall, Beto O'Rourke, press briefings, North 
Dallas Tollway, black toilets",0,https://www.dallasnews.com/opinion/letters-to-the-editor/2019/01/25/letters-dreamers-border-wall-beto-orourke-press-briefings-north-dallas-tollway-black-toilets,Dallas Morning News,2 days ago,1/28/2019 6:00,Beto O Rourke,8,1,www.dallasnews.com
4589,"Cardi B says she hates Donald Trump, endorses Bernie Sanders and Tim Ryan 
for president",0,https://www.foxnews.com/entertainment/cardi-b-donald-trump-bernie-sanders-tim-ryan-2020,Fox News,1 week ago,4/24/2019 18:00,Tim Ryan,8,1,www.foxnews.com
36985,Gravel endorses Bernie Sanders after suspending campaign | TheHill,0,https://thehill.com/homenews/campaign/456338-gravel-endorses-bernie-sanders-after-suspending-campaign,The Hill,13 hours ago,8/7/2019 2:00,Tulsi Gabbard,5,1,thehill.com
55353,"Billionaire Tom Steyer steps down from Clinton-linked think tank amid 2020 
run for president",0,https://www.cnbc.com/2019/08/07/tom-steyer-steps-down-from-clinton-linked-think-tank-board-in-midst-of-2020-run.html,CNBC.com,1 day ago,8/9/2019 12:00,Tom Steyer,5,1,www.cnbc.com
55233,"In Kermit, Elizabeth Warren hears ghost stories | State & Region",1,https://www.register-herald.com/news/state_region/in-kermit-elizabeth-warren-hears-ghost-stories/article_c709330e-9410-5794-b68f-e51f0760bd39.html,The Register-Herald,17 hours ago,5/11/2019 12:00,Elizabeth Warren,7,1,www.register-herald.com
8214,"Biden retakes lead in new poll as Warren's numbers plummet, Buttigieg gains 
ground",1,https://www.foxnews.com/politics/biden-retakes-lead-in-new-poll-as-warrens-numbers-plummet-buttigieg-sees-gains,Fox News,18 hours ago,11/27/2019 10:00,Elizabeth Warren,10,1,www.foxnews.com
13517,Exclusive interview with Pete Buttigieg,0,https://www.wcax.com/content/news/Exclusive-interview-with-Pete-558206631.html,WCAX.com,1 day ago,8/26/2019 22:00,Pete Buttigieg,9,1,www.wcax.com
59620,Biden's mastery of backlash politics takes center stage,0,https://www.nbcnews.com/politics/2020-election/biden-s-mastery-backlash-politics-takes-center-stage-n1025931,NBC News,20 hours ago,7/7/2019 10:00,Joe Biden,10,1,www.nbcnews.com
12075,"John Hickenlooper ethics complaint over travel is moving forward after 
commission refuses to dismiss",1,https://www.denverpost.com/2019/02/11/john-hickenlooper-ethics-complaint-moves-forward/,The Denver Post,1 week ago,2/19/2019 6:00,John Hickenlooper,7,1,www.denverpost.com
32628,"Julian Castro calls for Brett Kavanaugh impeachment after new claim of sex 
misconduct",0,https://www.aol.com/article/news/2019/09/15/julian-castro-calls-for-kavanaugh-impeachment-after-new-claim-of-sex-misconduct/23813190/,AOL.com,6 days ago,9/21/2019 16:00,Julian Castro,9,1,www.aol.com
42945,"Julián Castro accuses media of 'double standard' in covering Kamala Harris 
campaign",0,https://www.foxnews.com/politics/kamala-harris-julian-castro-media-double-standard,Fox News,2 days ago,12/6/2019 12:00,Julian Castro,8,1,www.foxnews.com
18908,Julián Castro questions Bernie Sanders' skepticism for reparations,0,https://www.cnn.com/2019/03/10/politics/julian-castro-bernie-sanders-reparations-cnntv/index.html,CNN.com,12 hours ago,3/11/2019 0:00,Julian Castro,10,1,www.cnn.com
15936,GOP meddles in Democratic nomination with takedown of O'Rourke,1,https://www.politico.com/story/2019/03/10/beto-orourke-2020-attack-1214805,Politico,7 hours ago,3/11/2019 0:00,Beto O Rourke,1,1,www.politico.com
5481,Bernie Sanders says this is what sets him apart from Warren,1,https://www.cnn.com/videos/politics/2019/10/13/bernie-sanders-sot-different-than-elizabeth-warren-vpx.cnn,CNN.com,6 hours ago,10/13/2019 4:00,Elizabeth Warren,4,1,www.cnn.com
6083,Dems Are Getting Torched by Trump in Impeachment Ad Wars,0,https://www.thedailybeast.com/democrats-are-getting-torched-by-trump-in-impeachment-ad-wars,The Daily Beast,2 days ago,10/4/2019 14:00,Tom Steyer,5,1,www.thedailybeast.com
30732,Marianne Williamson Knows How to Beat Trump,0,https://www.nytimes.com/2019/08/01/opinion/debate-marianne-williamson.html,The New York Times,1 day ago,8/3/2019 0:00,Marianne Williamson,2,1,www.nytimes.com
7441,New York Times' Dean Baquet Admits: 'It Was a Bad Headline',0,https://www.thedailybeast.com/new-york-times-dean-baquet-on-trump-front-page-controversy-it-was-a-bad-headline-and-we-changed-it,The Daily Beast,35 mins ago,8/6/2019 12:00,Donald Trump,5,1,www.thedailybeast.com
23791,Bloomberg on Trump,0,https://www.hollywoodreporter.com/news/bloomberg-trump-1171584,Hollywood Reporter,3 hours ago,12/24/2018 6:00,Michael Bloomberg,3,1,www.hollywoodreporter.com
5161,Beto O'Rourke Crashes SXSW Premiere of New HBO Doc,0,https://www.thedailybeast.com/beto-orourke-crashes-sxsw-screening-of-new-hbo-doc-running-with-beto,The Daily Beast,18 hours ago,3/10/2019 12:00,Beto O Rourke,9,1,www.thedailybeast.com
33216,"Gun foe Bloomberg accused of hypocrisy after calling for armed private 
force at Johns Hopkins U.",1,https://www.foxnews.com/politics/bloomberg-accused-of-hypocrisy-after-advocating-for-armed-private-force-on-john-hopkins-university-campus,Fox News,8 hours ago,1/23/2019 12:00,Michael Bloomberg,1,1,www.foxnews.com
6033,Gabbard: Assange arrest is a threat to journalists | TheHill,0,https://thehill.com/homenews/campaign/438542-gabbard-assange-arrest-is-a-threat-to-journalists,The Hill,3 days ago,4/15/2019 12:00,Tulsi Gabbard,7,1,thehill.com
47515,"Julian Castro Promises To Restore Planned Parenthood Funding & Protect 
Reproductive Rights",0,https://hollywoodlife.com/2019/12/04/julian-castro-restore-planned-parenthood-funding-interview/,Hollywood Life,14 hours ago,12/5/2019 10:00,Julian Castro,4,1,hollywoodlife.com
8750,"Warren, Ocasio-Cortez question Mnuchin's role in demise of Sears",0,https://www.nbcnews.com/news/us-news/elizabeth-warren-alexandria-ocasio-cortez-question-treasury-secretary-mnuchin-s-n1009286,NBC News,1 day ago,5/25/2019 12:00,Elizabeth Warren,10,1,www.nbcnews.com
38664,Jay Inslee targets MidAmerican coal plants in Iowa campaign ads,1,https://energynews.us/2019/06/20/midwest/jay-inslee-targets-midamerican-coal-plants-in-iowa-campaign-ads/,Energy News Network,1 day ago,6/21/2019 12:00,Jay Inslee,1,2,energynews.us
8221,"Michael Bennet Questions If Democracy Is ‘Up To The Task’ To Fight Climate 
Change",0,https://dailycaller.com/2019/09/20/michael-bennet-questions-democracy-up-to-the-task-fight-climate-change/,The Daily Caller,3 days ago,9/23/2019 20:00,Michael Bennet,4,1,dailycaller.com
11888,,0,,,,10/1/2019 8:00,,,,
30256,Cory Booker Talks to Millennial Women in Cosmopolitan Interview,0,https://www.cosmopolitan.com/politics/a29580234/cory-booker-cosmopolitan-interview-reproductive-freedom-medicare/,Cosmopolitan,19 hours ago,10/30/2019 4:00,Cory Booker,1,2,www.cosmopolitan.com
11430,"NYC Mayor de Blasio calls Jersey City shootout an ""act of terror,"" steps up 
security",0,https://abc7ny.com/de-blasio-calls-jersey-city-shootout-an-act-of-terror-steps-up-security/5746873/,ABC7,1 hour ago,12/11/2019 14:00,Bill de Blasio,3,4,abc7ny.com
12331,"Watch Live: 11 Democratic presidential candidates speaking at the Progress 
Iowa Corn Feed",0,https://www.desmoinesregister.com/story/news/elections/presidential/caucus/2019/07/14/watch-live-democratic-presidential-candidates-iowa-corn-feed-video-buttigieg-klobuchar-bennet/1728542001/,Des Moines Register,7 hours ago,7/14/2019 22:00,Jay Inslee,4,1,www.desmoinesregister.com
13379,"Lindsey Graham Criticizes Trump for Asking China to Investigate Biden, Says 
It Was 'Stupid,' and a 'Bad Idea'",0,https://www.newsweek.com/lindsey-graham-criticizes-trump-asking-china-investigate-biden-says-it-was-stupid-bad-idea-1466558,Newsweek,18 hours ago,10/21/2019 16:00,Joe Biden,10,1,www.newsweek.com
48187,"Bennet raises $2.1 million in third quarter, trailing rivals | TheHill",1,https://thehill.com/homenews/campaign/463976-bennet-raises-21-million-in-third-quarter-trailing-rivals,The Hill,20 hours ago,10/3/2019 6:00,Michael Bennet,4,1,thehill.com
15336,Here's a 2020 endorsement: Andrew Yang — but not for president,0,https://www.salon.com/2019/10/20/heres-a-2020-endorsement-andrew-yang-but-not-for-president/,Salon.com,1 day ago,10/21/2019 12:00,Andrew Yang,2,1,www.salon.com
16907,North Korea calls Joe Biden a 'rabid dog' who deserves to be beaten to death,0,https://www.washingtonpost.com/world/north-korea-calls-biden-a-rabid-dog-who-deserves-to-be-beaten-to-death/2019/11/14/09583e84-0748-11ea-b388-434b5c1d7dd8_story.html,Washington Post,2 hours ago,11/15/2019 12:00,Joe Biden,6,1,www.washingtonpost.com
50659,"Charlamagne & DJ Envy Defend Kamala Harris Against Fox News “Lie” | The 
Beat With Ari Melber | MSNBC",0,https://www.youtube.com/watch?v=flIsRYN6vx8,YouTube,17 hours ago,2/15/2019 12:00,Kamala Harris,6,1,www.youtube.com
33003,"Bernie Sanders promises help for family farms, rural residents on trip to 
Iowa",0,https://www.reuters.com/article/us-usa-election-sanders/bernie-sanders-promises-help-for-family-farms-rural-residents-on-trip-to-iowa-idUSKCN1SB0PV,Reuters,14 hours ago,5/6/2019 6:00,Bernie Sanders,7,1,www.reuters.com
32906,Cory Booker wants a ‘baby bond’ for every U.S. child. Would it work?,0,https://www.washingtonpost.com/politics/cory-booker-wants-a-baby-bond-for-every-us-child-would-it-work/2019/08/15/35003f16-b88b-11e9-bad6-609f75bfd97f_story.html,Washington Post,2 days ago,8/18/2019 20:00,Cory Booker,8,1,www.washingtonpost.com
17668,"Marianne Williamson on Her Hollywood Friends, Plan to Save America",0,https://www.hollywoodreporter.com/news/marianne-williamson-her-hollywood-friends-plan-save-america-1225229,Hollywood Reporter,2 days ago,7/21/2019 10:00,Marianne Williamson,1,1,www.hollywoodreporter.com
40334,Michael Bloomberg giving Orlando $2.5 million to fight climate change,0,https://www.orlandosentinel.com/news/environment/os-ne-orlando-bloomberg-millions-climate-20190111-story.html,Orlando Sentinel,1 day ago,1/13/2019 6:00,Michael Bloomberg,7,1,www.orlandosentinel.com
56708,"Rep. Seth Moulton: $1.9 Trillion Added to Deficit Because of Tax Cut Law 
Could Pay for 220 Entire Border Walls",0,https://www.cnsnews.com/news/article/melanie-arter/rep-seth-moulton-19-trillion-added-deficit-because-tax-cut-law-could-pay,CNS News,1 day ago,3/13/2019 18:00,Seth Moulton,4,1,www.cnsnews.com
11254,"Andrew Yang universal basic income plan put to the test with Freedom 
Dividend Pilot Program",0,https://www.cbsnews.com/news/andrew-yang-universal-basic-income-plan-put-to-the-test-with-freedom-dividend-pilot-program/,CBS News,1 day ago,12/7/2019 14:00,Andrew Yang,7,1,www.cbsnews.com
26184,Mueller Witnesses Who Once Served in White House Now Fear Trump’s Ire,1,https://www.nytimes.com/2019/04/20/us/politics/mueller-witnesses-trump.html,The New York Times,4 hours ago,4/20/2019 18:00,Donald Trump,8,1,www.nytimes.com
24779,Why Biden's and Sanders' support is steady as a rock,0,https://www.cnn.com/2019/11/27/politics/biden-sanders-support-base/index.html,CNN.com,48 mins ago,11/27/2019 16:00,Bernie Sanders,2,1,www.cnn.com
24352,Presidential aspirant Bullock tours Meskwaki Settlement,0,http://www.tamatoledonews.com/page/content.detail/id/608759/Presidential-aspirant-Bullock-tours-Meskwaki-Settlement.html?nav=5006,Tama News-Herald,1 day ago,5/28/2019 6:00,Steve Bullock,3,1,www.tamatoledonews.com
45022,Cooper has surprise response when protesters crash town hall,0,https://www.cnn.com/videos/us/2019/10/11/pete-buttigieg-lgbtq-protesters-crash-town-hall-vpx.cnn,CNN.com,17 hours ago,10/12/2019 4:00,Pete Buttigieg,2,1,www.cnn.com
39653,Friday's Headlines: De Blasio Throws His Own DOT Under the Bus Edition,1,https://nyc.streetsblog.org/2019/11/01/fridays-headlines-de-blasio-throws-his-own-dot-under-the-bus-edition/,Streetsblog NYC,19 hours ago,11/1/2019 20:00,Bill de Blasio,9,1,nyc.streetsblog.org
23016,"Bernie Sanders Interview: On Billionaires, Buttigieg & Biden",0,https://capitalandmain.com/bernie-sanders-interview-1221,Capital & Main,20 hours ago,12/22/2019 16:00,Bernie Sanders,10,1,capitalandmain.com
43789,Elizabeth Warren calls for eliminating Senate filibuster for legislation,0,https://www.nbcnews.com/politics/congress/elizabeth-warren-calls-eliminating-senate-filibuster-legislation-n991301,NBC News,1 day ago,4/7/2019 6:00,Elizabeth Warren,10,1,www.nbcnews.com
2931,"Sen. Michael Bennet on Impeachment: 'It's an important moment… we must get 
it right'",0,https://www.msnbc.com/politicsnation/watch/sen-michael-bennet-on-impeachment-it-s-an-important-moment-we-must-get-it-right-73247301967,MSNBC.com,2 days ago,11/13/2019 8:00,Michael Bennet,2,1,www.msnbc.com
41910,"John Hickenlooper Celebrates Finally Polling At 2 Percent By Urging Us To 
Giddy Up",0,https://splinternews.com/john-hickenlooper-celebrates-finally-polling-at-2-perce-1836715710,Splinter,3 days ago,7/29/2019 0:00,John Hickenlooper,8,1,splinternews.com
54350,,0,,,,9/13/2019 20:00,,,,
23324,Why black voters never flocked to Kamala Harris,1,https://www.politico.com/news/2019/12/04/kamala-harris-black-voters-2020-075651,Politico,6 hours ago,12/5/2019 0:00,Cory Booker,4,1,www.politico.com
21233,,0,,,,9/11/2019 22:00,,,,
54623,Trump gives thumbs up in photo with El Paso orphan,1,https://www.cnn.com/videos/politics/2019/08/09/donald-melania-trump-el-paso-orphaned-baby-photo-newday-sot.cnn,CNN.com,6 hours ago,8/9/2019 20:00,Donald Trump,2,1,www.cnn.com
28972,People Question Trump's Biblical Literacy After He Touts Bible Classes,1,https://www.huffingtonpost.com/entry/trump-bible-literacy-classes-public-schools_us_5c4f1a2ce4b0287e5b8cf500,HuffPost,4 hours ago,1/29/2019 0:00,Donald Trump,9,1,www.huffingtonpost.com
11328,Why Eric Swalwell’s Campaign Failed,1,https://fivethirtyeight.com/features/why-eric-swalwells-campaign-failed/,FiveThirtyEight,6 days ago,7/15/2019 16:00,Eric Swalwell,7,1,fivethirtyeight.com
38560,"Elizabeth Warren Plan Would Allow the Government to Manufacture Its Own 
Generic Drugs",0,https://theintercept.com/2018/12/18/elizabeth-warren-generic-drugs-bill/,The Intercept,4 days ago,12/23/2018 6:00,Elizabeth Warren,6,1,theintercept.com
58702,"Michael Bloomberg, pander bear and other commentary",1,https://nypost.com/2019/11/18/michael-bloomberg-pander-bear-and-other-commentary/,New York Post,1 day ago,11/20/2019 8:00,Michael Bloomberg,9,1,nypost.com
24061,'The View': Bill de Blasio defends Biden attacks during debate,1,https://abcnews.go.com/Politics/view-bill-de-blasio-defends-biden-attacks-2nd/story?id=64690974,ABC News - Go.com,12 hours ago,8/3/2019 0:00,Bill de Blasio,9,1,abcnews.go.com
15284,"Andrew McCarthy: Trump could face death penalty for treason, hopeless 
challenger Bill Weld foolishly claims",1,https://www.foxnews.com/opinion/andrew-mccarthy-bill-weld-beclowns-himself-trying-to-convince-people-that-trump-faces-death-penalty-over-ukraine,Fox News,1 week ago,10/5/2019 22:00,Bill Weld,3,1,www.foxnews.com
28578,Tom Steyer in Waterloo: "I'm running because we have a broken government",0,https://wcfcourier.com/news/local/govt-and-politics/tom-steyer-in-waterloo-i-m-running-because-we-have/article_72d3b11b-9cff-5e12-aac5-60a763b7d170.html,Waterloo-Cedar Falls Courier,1 day ago,10/23/2019 8:00,Tom Steyer,2,6,wcfcourier.com
2807,"Billionaire Tom Steyer will only support Democratic presidential candidates 
who want to impeach President Trump",0,https://www.cnbc.com/2019/02/27/billionaire-tom-steyer-will-only-support-democrat-presidential-candidates-who-want-to-impeach-president-trump.html,CNBC.com,1 month ago,3/29/2019 6:00,Tom Steyer,10,2,www.cnbc.com
54700,Inslee directs Washington state health board to ban flavored vape products,0,https://www.seattletimes.com/seattle-news/health/inslee-directs-washington-state-health-board-to-ban-flavored-vape-products/,The Seattle Times,5 days ago,10/3/2019 0:00,Jay Inslee,8,2,www.seattletimes.com
43947,,0,,,,12/22/2019 8:00,,,,
27946,"Tulsi Gabbard's Husband, Abraham Williams, Is the Coolest Political Spouse",0,https://www.marieclaire.com/politics/a28571073/tulsi-gabbard-husband-abraham-williams/,Marie Claire,5 hours ago,8/1/2019 4:00,Tulsi Gabbard,10,1,www.marieclaire.com
53780,"'The View' co-host awkwardly confuses John Hickenlooper with Jay Inslee 
during interview",0,https://www.foxnews.com/entertainment/view-john-hickenlooper-jay-inslee,Fox News,2 days ago,7/21/2019 22:00,Jay Inslee,1,2,www.foxnews.com
51740,Trump airs his grievances as MAGA youth mingle,1,https://www.politico.com/news/2019/12/21/trump-turning-point-usa-speech-089182,Politico,1 hour ago,12/21/2019 22:00,Donald Trump,4,1,www.politico.com
52849,Trump’s White Whale,0,https://www.nytimes.com/2019/11/23/opinion/sunday/trump-conspiracy-theories-ukraine.html,The New York Times,9 hours ago,11/24/2019 0:00,Donald Trump,1,1,www.nytimes.com
12319,"Klobuchar campaign sends pizza to Gillibrand team after she drops out of 
race | TheHill",0,https://thehill.com/blogs/blog-briefing-room/news/459459-klobuchar-campaign-sends-pizza-to-gillibrand-team-after-she,The Hill,5 hours ago,8/30/2019 20:00,Amy Klobuchar,3,1,thehill.com
8493,"Bloomberg healthcare plan builds on ACA, includes 'public option'",0,https://www.upi.com/Top_News/US/2019/12/20/Bloomberg-healthcare-plan-builds-on-ACA-includes-public-option/4801576844407/,UPI.com,2 days ago,12/23/2019 0:00,Michael Bloomberg,10,1,www.upi.com
17594,,0,,,,9/15/2019 8:00,,,,
22184,"Gabbard urges governor to delay TMT construction, withdraw state of 
emergency",0,https://www.hawaiinewsnow.com/2019/07/19/gabbard-urges-governor-delay-tmt-construction-withdraw-state-emergency/,Hawaii News Now,20 hours ago,7/20/2019 16:00,Tulsi Gabbard,9,1,www.hawaiinewsnow.com
1180,Warren’s Medicare Blunder,1,https://www.wsj.com/articles/warrens-medicare-blunder-11574380230,Wall Street Journal,11 hours ago,11/22/2019 6:00,Elizabeth Warren,6,1,www.wsj.com
11625,"Vogue feature on female 2020 Democratic hopefuls criticized for excluding 
Marianne Williamson",0,https://www.foxnews.com/entertainment/vogue-marianne-williamson-left-out,Fox News,6 hours ago,7/2/2019 18:00,Marianne Williamson,5,1,www.foxnews.com
39099,Michael Bloomberg's massive ad spending greatly affecting TV markets,0,https://nypost.com/2019/12/27/michael-bloombergs-massive-ad-spending-greatly-affecting-tv-markets/,New York Post,1 day ago,12/28/2019 20:00,Michael Bloomberg,5,1,nypost.com
